nome_original,nome_normalizado,frequencia,prevalencia,incluida_modelo,motivo
Wi-Fi rápido (99 Mbps),wi-fi rapido (99 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 42 polegadas com Amazon Prime Video, Netflix, HBO Max","tv de alta definicao de 42 polegadas com amazon prime video, netflix, hbo max",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Amazon Prime Video, Apple TV, Chromecast, Fire TV, HBO Max, Netflix","hdtv com amazon prime video, apple tv, chromecast, fire tv, hbo max, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (110 Mbps),wi-fi rapido (110 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Eletrolux duplex ,geladeira eletrolux duplex,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Frigidaire,fogao a gas frigidaire,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina privativa - ,piscina privativa -,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Xampu Não definido ,xampu nao definido,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Condicionador Não definido ,condicionador nao definido,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Não definido  para o corpo,sabonete nao definido  para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Churrasqueira privativa: elétrica,churrasqueira privativa: eletrica,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Bosh,geladeira bosh,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com TV a cabo, Amazon Prime Video, Netflix","hdtv com tv a cabo, amazon prime video, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Bosh,forno normal bosh,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 55 polegadas com TV a cabo premium,tv de alta definicao de 55 polegadas com tv a cabo premium,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão por indução de aço inoxidável,fogao por inducao de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Netflix, Amazon Prime Video","hdtv com netflix, amazon prime video",4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Midea de aço inoxidável,forno midea de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Academia compartilhada (perto de você),academia compartilhada (perto de voce),6,0.0013510470614726414,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina (disponível o ano todo, disponível em horários específicos, borda infinita)","piscina (disponivel o ano todo, disponivel em horarios especificos, borda infinita)",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 40 polegadas com Chromecast,tv de alta definicao de 40 polegadas com chromecast,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 38 polegadas com Netflix,tv de alta definicao de 38 polegadas com netflix,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com Disney+, HBO Max, Netflix","tv de alta definicao de 55 polegadas com disney+, hbo max, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 47 polegadas com Fire TV, HBO Max, Netflix, Disney+, Apple TV, Chromecast, Amazon Prime Video","tv de alta definicao de 47 polegadas com fire tv, hbo max, netflix, disney+, apple tv, chromecast, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Chromecast, Netflix, TV a cabo","hdtv com chromecast, netflix, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Ficher,forno ficher,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (472 Mbps),wi-fi rapido (472 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 40 polegadas com Amazon Prime Video, Fire TV","tv de 40 polegadas com amazon prime video, fire tv",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com TV a cabo, Apple TV, TV a cabo premium, Netflix, Amazon Prime Video","hdtv com tv a cabo, apple tv, tv a cabo premium, netflix, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som Samsung  com Bluetooth,sistema de som samsung  com bluetooth,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão por indução Brastemp,fogao por inducao brastemp,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Eletrolux de aço inoxidável,forno normal eletrolux de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina externa compartilhada - disponível o ano todo, disponível 24 horas, aquecida, piscina de natação","piscina externa compartilhada - disponivel o ano todo, disponivel 24 horas, aquecida, piscina de natacao",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Jacuzzi compartilhada: disponível o ano todo, disponível em horários específicos","jacuzzi compartilhada: disponivel o ano todo, disponivel em horarios especificos",4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Netflix, TV a cabo premium, TV a cabo","hdtv com netflix, tv a cabo premium, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno duplo Electrolux de aço inoxidável,forno duplo electrolux de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 48 polegadas com Netflix,tv de alta definicao de 48 polegadas com netflix,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 48 Mbps,wi-fi: 48 mbps,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 49 polegadas com Netflix, TV a cabo, TV a cabo premium","tv de alta definicao de 49 polegadas com netflix, tv a cabo, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Cadeira alta com encaixe para mesa: sempre na acomodação,cadeira alta com encaixe para mesa: sempre na acomodacao,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Estacionamento pago na propriedade: 3 vagas,estacionamento pago na propriedade: 3 vagas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Carregador de veículos elétricos: nível 1,carregador de veiculos eletricos: nivel 1,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 39 polegadas com TV a cabo, Netflix","tv de alta definicao de 39 polegadas com tv a cabo, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Máquina de lavar na acomodação por Pago,maquina de lavar na acomodacao por pago,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 42 polegadas com Chromecast, Fire TV, Netflix","tv de alta definicao de 42 polegadas com chromecast, fire tv, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (75 Mbps),wi-fi rapido (75 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão por indução Philips ou Britânia,fogao por inducao philips ou britania,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"Cozinha ao ar livre com pia, forno","cozinha ao ar livre com pia, forno",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"Serviços de limpeza disponíveis 24 horas, todos os dias disponível a um custo extra","servicos de limpeza disponiveis 24 horas, todos os dias disponivel a um custo extra",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Xampu Yamá,xampu yama,5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
Condicionador Yamá,condicionador yama,5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Premisse para o corpo,sabonete premisse para o corpo,6,0.0013510470614726414,False,fora do intervalo 10-90% ou não top10 por frequência
"Equipamento para exercícios: elíptico, halteres, esteira, tapete de ioga","equipamento para exercicios: eliptico, halteres, esteira, tapete de ioga",4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina externa compartilhada - disponível o ano todo, terraço","piscina externa compartilhada - disponivel o ano todo, terraco",4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (71 Mbps),wi-fi rapido (71 mbps),2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com TV a cabo, Netflix, TV a cabo premium","hdtv com tv a cabo, netflix, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com TV a cabo premium, TV a cabo","tv de alta definicao de 55 polegadas com tv a cabo premium, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Garagem residencial gratuita na propriedade:4 vagas,garagem residencial gratuita na propriedade:4 vagas,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina interna privativa - disponível o ano todo, disponível 24 horas","piscina interna privativa - disponivel o ano todo, disponivel 24 horas",3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Cadeira alta: disponível mediante solicitação,cadeira alta: disponivel mediante solicitacao,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 55 polegadas com Netflix, TV a cabo","tv de 55 polegadas com netflix, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Vista para o resort,vista para o resort,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Fischer  de aço inoxidável,forno fischer  de aco inoxidavel,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Quintal (totalmente cercado),quintal (totalmente cercado),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina privativa - disponível o ano todo,piscina privativa - disponivel o ano todo,7,0.0015762215717180816,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 40 polegadas com Netflix,tv de 40 polegadas com netflix,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 24 polegadas com TV a cabo premium,tv de alta definicao de 24 polegadas com tv a cabo premium,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Oster,forno oster,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Condicionador tci,condicionador tci,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 29 polegadas com Netflix,tv de alta definicao de 29 polegadas com netflix,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Rampa para barcos,rampa para barcos,5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira brastemp frost free,geladeira brastemp frost free,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Forno maximus fischer,forno maximus fischer,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Videogame: Xbox One,videogame: xbox one,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Estacionamento gratuito em garagem na propriedade: 10 vagas,estacionamento gratuito em garagem na propriedade: 10 vagas,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 43 polegadas com Netflix,tv de 43 polegadas com netflix,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 58 polegadas com Netflix, TV a cabo","tv de alta definicao de 58 polegadas com netflix, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Equipamento para exercícios: bicicleta ergométrica, esteira","equipamento para exercicios: bicicleta ergometrica, esteira",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina privativa - disponível por estação do ano,piscina privativa - disponivel por estacao do ano,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Local para guardar as roupas: closet e cômoda,local para guardar as roupas: closet e comoda,10,0.002251745102454402,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 47 Mbps,wi-fi: 47 mbps,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com Amazon Prime Video, Netflix","tv de alta definicao de 55 polegadas com amazon prime video, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão Cooktop,fogao cooktop,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Para cerveja ,geladeira para cerveja,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 42 polegadas com Netflix, Chromecast","tv de 42 polegadas com netflix, chromecast",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão elétrico Brastemp,fogao eletrico brastemp,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 20 polegadas,tv de alta definicao de 20 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 40 polegadas com HBO Max, Netflix, TV a cabo premium, Disney+, Amazon Prime Video","tv de alta definicao de 40 polegadas com hbo max, netflix, tv a cabo premium, disney+, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 42 polegadas com TV a cabo, TV a cabo premium","tv de alta definicao de 42 polegadas com tv a cabo, tv a cabo premium",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com Amazon Prime Video, Chromecast, Netflix","tv de alta definicao de 50 polegadas com amazon prime video, chromecast, netflix",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (50 Mbps),wi-fi rapido (50 mbps),2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Apple TV, Netflix","hdtv com apple tv, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Livros e brinquedos infantis para crianças de 0 a 2 anos de idade, 2 a 5 anos de idade e 5 a 10 anos de idade","livros e brinquedos infantis para criancas de 0 a 2 anos de idade, 2 a 5 anos de idade e 5 a 10 anos de idade",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"Churrasqueira compartilhada: a carvão, a lenha","churrasqueira compartilhada: a carvao, a lenha",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Electroloux,geladeira electroloux,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 70 polegadas,tv de 70 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno duplo Midea de aço inoxidável,forno duplo midea de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 55 polegadas com TV a cabo,tv de 55 polegadas com tv a cabo,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (53 Mbps),wi-fi rapido (53 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 60 polegadas com TV a cabo,tv de alta definicao de 60 polegadas com tv a cabo,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Brastemp Duples 380 litros,geladeira brastemp duples 380 litros,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (59 Mbps),wi-fi rapido (59 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (201 Mbps),wi-fi rapido (201 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com HBO Max, Netflix","tv de alta definicao de 55 polegadas com hbo max, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 40 polegadas com Amazon Prime Video, Netflix, Aparelho de DVD","tv de alta definicao de 40 polegadas com amazon prime video, netflix, aparelho de dvd",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 46 Mbps,wi-fi: 46 mbps,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som Panasonic ,sistema de som panasonic,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV com Netflix, Roku","tv com netflix, roku",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com Netflix, TV a cabo, Amazon Prime Video","tv de alta definicao de 55 polegadas com netflix, tv a cabo, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Churrasqueira: a gás,churrasqueira: a gas,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Serviços de limpeza disponíveis 1 dia por semana disponível a um custo extra,servicos de limpeza disponiveis 1 dia por semana disponivel a um custo extra,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 64 polegadas com Amazon Prime Video, Apple TV, Chromecast, Disney+, HBO Max, Netflix, Aparelho de DVD","tv de alta definicao de 64 polegadas com amazon prime video, apple tv, chromecast, disney+, hbo max, netflix, aparelho de dvd",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som com entrada auxiliar,sistema de som com entrada auxiliar,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 43 polegadas com Netflix, TV a cabo","tv de alta definicao de 43 polegadas com netflix, tv a cabo",3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com Chromecast, Netflix, TV a cabo premium, TV a cabo, Amazon Prime Video, Apple TV, HBO Max, Disney+","tv de alta definicao de 50 polegadas com chromecast, netflix, tv a cabo premium, tv a cabo, amazon prime video, apple tv, hbo max, disney+",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Trocador: disponível mediante solicitação,trocador: disponivel mediante solicitacao,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Cozinha ao ar livre com pia,cozinha ao ar livre com pia,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Com freezer ,geladeira com freezer,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás AEG,fogao a gas aeg,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com HBO Max, Netflix, Disney+, Amazon Prime Video","tv de alta definicao de 55 polegadas com hbo max, netflix, disney+, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (471 Mbps),wi-fi rapido (471 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão por indução Outro,fogao por inducao outro,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina externa compartilhada - disponível o ano todo, disponível em horários específicos, aquecida","piscina externa compartilhada - disponivel o ano todo, disponivel em horarios especificos, aquecida",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (313 Mbps),wi-fi rapido (313 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Atlas,fogao a gas atlas,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Protetores de lareira,protetores de lareira,6,0.0013510470614726414,False,fora do intervalo 10-90% ou não top10 por frequência
Estacionamento pago em garagem fora da propriedade,estacionamento pago em garagem fora da propriedade,5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (80 Mbps),wi-fi rapido (80 mbps),2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Fisher,fogao a gas fisher,4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (309 Mbps),wi-fi rapido (309 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 41 Mbps,wi-fi: 41 mbps,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão elétrico Outro,fogao eletrico outro,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 43 polegadas com Chromecast, TV a cabo premium","tv de alta definicao de 43 polegadas com chromecast, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (82 Mbps),wi-fi rapido (82 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Elétrico de aço inoxidável,forno eletrico de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Barra para o corpo,sabonete barra para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 39 polegadas,tv de alta definicao de 39 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Cafeteira: cafeteira elétrica, Nespresso","cafeteira: cafeteira eletrica, nespresso",6,0.0013510470614726414,False,fora do intervalo 10-90% ou não top10 por frequência
Parede de escalada,parede de escalada,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Sabonete Líquido  para o corpo,sabonete sabonete liquido  para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Sansung,geladeira sansung,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Churrasqueira privativa: a carvão, elétrica","churrasqueira privativa: a carvao, eletrica",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 30 polegadas,tv de 30 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira com congelador,geladeira com congelador,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno anexo ao fogao a gas,forno anexo ao fogao a gas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina externa privativa - disponível o ano todo, disponível 24 horas","piscina externa privativa - disponivel o ano todo, disponivel 24 horas",5,0.001125872551227201,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão Brastemp  de aço inoxidável,fogao brastemp  de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 50 polegadas com Chromecast,tv de alta definicao de 50 polegadas com chromecast,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina externa privativa - disponível o ano todo, disponível 24 horas, terraço","piscina externa privativa - disponivel o ano todo, disponivel 24 horas, terraco",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 32 polegadas com Apple TV, Disney+, HBO Max, Netflix, Fire TV","tv de 32 polegadas com apple tv, disney+, hbo max, netflix, fire tv",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Biplex ,geladeira biplex,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (101 Mbps),wi-fi rapido (101 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina (disponível o ano todo),piscina (disponivel o ano todo),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 40 polegadas com Aparelho de DVD,tv de alta definicao de 40 polegadas com aparelho de dvd,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Mueller de aço inoxidável,fogao a gas mueller de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Cafeteira: cafeteira Keurig, cafeteira com coador","cafeteira: cafeteira keurig, cafeteira com coador",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina externa - disponível em horários específicos,piscina externa - disponivel em horarios especificos,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 48 polegadas,tv de alta definicao de 48 polegadas,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão fogão elétrico jung 4 bocas,fogao fogao eletrico jung 4 bocas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com Netflix, Apple TV, HBO Max, TV a cabo premium, Amazon Prime Video","tv de alta definicao de 50 polegadas com netflix, apple tv, hbo max, tv a cabo premium, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Estacionamento pago na propriedade,estacionamento pago na propriedade,4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som LG com Bluetooth,sistema de som lg com bluetooth,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 65 polegadas,tv de alta definicao de 65 polegadas,4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão Brastemp,fogao brastemp,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 40 polegadas com Disney+,tv de alta definicao de 40 polegadas com disney+,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Forno normal ELÉTRICO EMBUTIDO, DISPONÍVEL A PARTIR DE 20/12/24 de aço inoxidável","forno normal eletrico embutido, disponivel a partir de 20/12/24 de aco inoxidavel",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (167 Mbps),wi-fi rapido (167 mbps),3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com TV a cabo, Netflix","hdtv com tv a cabo, netflix",3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
TV com Roku,tv com roku,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Secadora (no prédio),secadora (no predio),2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 18 Mbps,wi-fi: 18 mbps,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 5 polegadas com Netflix,tv de alta definicao de 5 polegadas com netflix,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 24 Mbps,wi-fi: 24 mbps,4,0.0009006980409817609,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete luxor para o corpo,sabonete luxor para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Geladeira ""Prosdócimo","geladeira ""prosdocimo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 70 polegadas com Netflix,tv de alta definicao de 70 polegadas com netflix,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão elétrico Cooktop Fischer,fogao eletrico cooktop fischer,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com Disney+, HBO Max, Netflix, TV a cabo premium","tv de alta definicao de 55 polegadas com disney+, hbo max, netflix, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
